ID,Orderable Part,Root Part,ProductFamily,description,ProductLifeCycle
21755,MAX6519UKP115+,MAX6519,Signal Chain,"Low-Cost, 2.7V to 5.5V, Analog Temperature Sensor Switches in a SOT23",PRODUCTION
21756,MAX6519UKP115+T,MAX6519,Signal Chain,"Low-Cost, 2.7V to 5.5V, Analog Temperature Sensor Switches in a SOT23",PRODUCTION
21757,MAX651CSA+,MAX651,Power & Data Conv,"5V/3.3V/3V or Adjustable, High-Efficiency, Low-IQ, Step-Down DC-DC Controllers",PRODUCTION
21758,MAX651CSA+T,MAX651,Power & Data Conv,"5V/3.3V/3V or Adjustable, High-Efficiency, Low-IQ, Step-Down DC-DC Controllers",PRODUCTION
21759,MAX6520EUR+,MAX6520,Signal Chain,"50ppm/°C, SOT23, 3-Terminal, 1.2V Voltage Reference",PRODUCTION
21760,MAX6520EUR+T,MAX6520,Signal Chain,"50ppm/°C, SOT23, 3-Terminal, 1.2V Voltage Reference",PRODUCTION
21761,MAX653CPA+,MAX653,Power & Data Conv,"5V/3.3V/3V Adjustable, High-Efficiency, Low-IQ, Step-Down DC-DC Converters",PRODUCTION
21762,MAX653CSA+,MAX653,Power & Data Conv,"5V/3.3V/3V Adjustable, High-Efficiency, Low-IQ, Step-Down DC-DC Converters",PRODUCTION
21763,MAX653CSA+T,MAX653,Power & Data Conv,"5V/3.3V/3V Adjustable, High-Efficiency, Low-IQ, Step-Down DC-DC Converters",PRODUCTION
21764,MAX653ESA+,MAX653,Power & Data Conv,"5V/3.3V/3V Adjustable, High-Efficiency, Low-IQ, Step-Down DC-DC Converters",PRODUCTION
21765,MAX653ESA+T,MAX653,Power & Data Conv,"5V/3.3V/3V Adjustable, High-Efficiency, Low-IQ, Step-Down DC-DC Converters",PRODUCTION
21766,MAX6575HZUT+,MAX6575,Signal Chain,SOT Temperature Sensor with Multidrop Single Wire Digital Interface,PRODUCTION
21767,MAX6575HZUT+T,MAX6575,Signal Chain,SOT Temperature Sensor with Multidrop Single Wire Digital Interface,PRODUCTION
21768,MAX6575LZUT+,MAX6575,Signal Chain,SOT Temperature Sensor with Multidrop Single Wire Digital Interface,PRODUCTION
21769,MAX6575LZUT+T,MAX6575,Signal Chain,SOT Temperature Sensor with Multidrop Single Wire Digital Interface,PRODUCTION
21770,MAX6576ZUT+,MAX6576,Signal Chain,SOT Temperature Sensors with Period/Frequency Output,PRODUCTION
21771,MAX6576ZUT+T,MAX6576,Signal Chain,SOT Temperature Sensors with Period/Frequency Output,PRODUCTION
21772,MAX6577ZUT+,MAX6577,Signal Chain,SOT Temperature Sensors with Period/Frequency Output,PRODUCTION
21773,MAX6577ZUT+T,MAX6577,Signal Chain,SOT Temperature Sensors with Period/Frequency Output,PRODUCTION
21774,MAX6581EVKIT+,MAX6581EVKIT,Signal Chain,Eval Kit MAX6581 (+/-1 C Accurate 8-Channel Temperature Sensor),PRODUCTION
21775,MAX6581TG98+,MAX6581,Signal Chain,±1°C Accurate 8-Channel Temperature Sensor,PRODUCTION
21776,MAX6581TG98+T,MAX6581,Signal Chain,+/-1 C Accurate 8-Channel Temperature Sensor,PRODUCTION
21777,MAX6581TG9A+,MAX6581,Signal Chain,±1°C Accurate 8-Channel Temperature Sensor,PRODUCTION
21778,MAX6581TG9A+T,MAX6581,Signal Chain,±1°C Accurate 8-Channel Temperature Sensor,PRODUCTION
21779,MAX6581TG9C+,MAX6581,Signal Chain,±1°C Accurate 8-Channel Temperature Sensor,PRODUCTION
21780,MAX6581TG9E+,MAX6581,Signal Chain,±1°C Accurate 8-Channel Temperature Sensor,PRODUCTION
21781,MAX6581TG9E+T,MAX6581,Signal Chain,±1°C Accurate 8-Channel Temperature Sensor,PRODUCTION
21782,MAX6593TG9A+,MAX6593,Signal Chain,6-Channel Temperature Sensor,PRODUCTION
21783,MAX6593TG9A+T,MAX6593,Signal Chain,6-Channel Temperature Sensor,PRODUCTION
21784,MAX6602UE9A+,MAX6602,Signal Chain,Five-Channel Precision Temperature Monitor,PRODUCTION
21785,MAX6602UE9A+T,MAX6602,Signal Chain,Five-Channel Precision Temperature Monitor,PRODUCTION
21786,MAX6604AAHA+,MAX6604,Signal Chain,Precision Temperature Monitor for DDR Memory Modules,PRODUCTION
21787,MAX6604AAHA+T,MAX6604,Signal Chain,Precision Temperature Monitor for DDR Memory Modules,PRODUCTION
21788,MAX6604AATA+,MAX6604,Signal Chain,Precision Temperature Monitor for DDR Memory Modules,PRODUCTION
21789,MAX6604AATA+T,MAX6604,Signal Chain,Precision Temperature Monitor for DDR Memory Modules,PRODUCTION
21790,MAX6604EVKIT+,MAX6604EVKIT,Signal Chain,Eval Kit MAX6604 (Precision Temperature Monitor for DDR Memory Modules),PRODUCTION
21791,MAX6605MXK+,MAX6605,Signal Chain,Low-Power Analog Temperature Sensor in SC70 Package,PRODUCTION
21792,MAX6605MXK+T,MAX6605,Signal Chain,Low-Power Analog Temperature Sensor in SC70 Package,PRODUCTION
21793,MAX6605MXK/GG8,MAX6605,Signal Chain,Low-Power Analog Temperature Sensor in SC70 Package,PRODUCTION
21794,MAX6607IXK+,MAX6607,Signal Chain,Low-Voltage Analog Temperature Sensors in SC70 and SOT23 Packages,PRODUCTION
21795,MAX6607IXK+T,MAX6607,Signal Chain,Low-Voltage Analog Temperature Sensors in SC70 and SOT23 Packages,PRODUCTION
21796,MAX6608IUK+,MAX6608,Signal Chain,Low-Voltage Analog Temperature Sensors in SC70 and SOT23 Packages,PRODUCTION
21797,MAX6608IUK+T,MAX6608,Signal Chain,Low-Voltage Analog Temperature Sensors in SC70 and SOT23 Packages,PRODUCTION
21798,MAX660CPA+,MAX660,Power & Data Conv,CMOS Monolithic Voltage Converter,PRODUCTION
21799,MAX660CSA+,MAX660,Power & Data Conv,CMOS Monolithic Voltage Converter,PRODUCTION
21800,MAX660CSA+T,MAX660,Power & Data Conv,CMOS Monolithic Voltage Converter,PRODUCTION
21801,MAX660EPA+,MAX660,Power & Data Conv,CMOS Monolithic Voltage Converter,PRODUCTION
21802,MAX660ESA+,MAX660,Power & Data Conv,CMOS Monolithic Voltage Converter,PRODUCTION
21803,MAX660ESA+T,MAX660,Power & Data Conv,CMOS Monolithic Voltage Converter,PRODUCTION
21804,MAX660MJA,MAX660,Signal Chain,CMOS Monolithic Voltage Converter,PRODUCTION
21805,MAX660MJA/883B,MAX660,Signal Chain,CMOS Monolithic Voltage Converter,PRODUCTION
21806,MAX6610AUT+,MAX6610,Signal Chain,"Precision, Low-Power, 6-Pin SOT23 Temperature Sensors and Voltage References",PRODUCTION
21807,MAX6610AUT+T,MAX6610,Signal Chain,"Precision, Low-Power, 6-Pin SOT23 Temperature Sensors and Voltage References",PRODUCTION
21808,MAX6611AUT+,MAX6611,Signal Chain,"Precision, Low-Power, 6-Pin SOT23 Temperature Sensors and Voltage References",PRODUCTION
21809,MAX6611AUT+T,MAX6611,Signal Chain,"Precision, Low-Power, 6-Pin SOT23 Temperature Sensors and Voltage References",PRODUCTION
21810,MAX6612MXK+,MAX6612,Signal Chain,"High-Slope, Low-Power, Analog Temperature Sensor in an SC70 Package",PRODUCTION
21811,MAX6612MXK+T,MAX6612,Signal Chain,"High-Slope, Low-Power, Analog Temperature Sensor in an SC70 Package",PRODUCTION
21812,MAX6613MXK+,MAX6613,Signal Chain,Low-Voltage Analog Temperature Sensor in an SC70 Package,PRODUCTION
21813,MAX6613MXK+CA3,MAX6613,Signal Chain,Low-Voltage Analog Temperature Sensor in an SC70 Package,PRODUCTION
21814,MAX6613MXK+T,MAX6613,Signal Chain,Low-Voltage Analog Temperature Sensor in an SC70 Package,PRODUCTION
21815,MAX6615AEE+,MAX6615,Signal Chain,Dual-Channel Temperature Monitors and Fan-Speed Controllers with Thermistor Inputs,PRODUCTION
21816,MAX6615AEE+T,MAX6615,Signal Chain,Dual-Channel Temperature Monitors and Fan-Speed Controllers with Thermistor Inputs,PRODUCTION
21817,MAX6618AUB+,MAX6618,Legacy Micros,PECI-to-I²C Translator,PRODUCTION
21818,MAX6618AUB+G126,MAX6618,Legacy Micros,PECI-to-I²C Translator,PRODUCTION
21819,MAX6618AUB+T,MAX6618,Legacy Micros,PECI-to-I²C Translator,PRODUCTION
21820,MAX6620ATI+,MAX6620,Signal Chain,Quad Linear Fan-Speed Controller,PRODUCTION
21821,MAX6620ATI+T,MAX6620,Signal Chain,Quad Linear Fan-Speed Controller,PRODUCTION
21822,MAX6620EVCMAXQU+,MAX6620EVCMAXQU,Signal Chain,Eval Kit MAX6620 (Quad Linear Fan-Speed Controller),PRODUCTION
21823,MAX6620EVKIT+,MAX6620EVKIT,Signal Chain,Eval Kit/System MAX6620 (Quad Linear Fan-Speed Controller),PRODUCTION
21824,MAX6621AUB+,MAX6621,Legacy Micros,PECI-to-I²C Translator,PRODUCTION
21825,MAX6621AUB+T,MAX6621,Legacy Micros,PECI-to-I²C Translator,PRODUCTION
21826,MAX6622UE9A+,MAX6622,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
21827,MAX6622UE9A+T,MAX6622,Signal Chain,5-Channel Precision Temperature Monitor,PRODUCTION
21828,MAX66240E/D+T,MAX66240,Secure Authenticator,4Kbit SHA2 TST SAWN DIE,PRODUCTION
21829,MAX66240E/D+U,MAX66240,Secure Authenticator,4Kbit SHA2 TST SAWN DIE,PRODUCTION
21830,MAX66240E/W+,MAX66240,Secure Authenticator,4Kbit SHA2 TST AU BUMP WAFER,PRODUCTION
21831,MAX66240ETB+,MAX66240,Secure Authenticator,HF 4kbit SHA-256 Secure EEPROM,PRODUCTION
21832,MAX66240ETB+T,MAX66240,Secure Authenticator,HF 4kbit SHA-256 Secure EEPROM T&R,PRODUCTION
21833,MAX66240EVKIT#,MAX66240,Secure Authenticator,EVALUATION KIT FOR MAX66240 (4KBIT SHA-256 SEC EEPROM),PRODUCTION
21834,MAX66242/W+,MAX66242,Secure Authenticator,"DeepCover Secure Authenticator with ISO 15693, I²C, SHA-256, and 4KbUser EEPROM in Wafer Form",PRODUCTION
21835,MAX66242E/W+,MAX66242,Secure Authenticator,4Kbit SHA2 TST I2C AU BUMP WAFER,LAST TIME BUY
21836,MAX66242ESA+,MAX66242,Secure Authenticator,"4kbit SHA-256 Secure EEPROM, I2C IF",PRODUCTION
21837,MAX66242ESA+T,MAX66242,Secure Authenticator,"4kbit SHA-256 Sec EEPROM, I2C IF TR",PRODUCTION
21838,MAX66242ETB+,MAX66242,Secure Authenticator,"4kbit SHA-256 Secure EEPROM, I2C IF",PRODUCTION
21839,MAX66242ETB+T,MAX66242,Secure Authenticator,"4kbit SHA-256 Secure EEPROM I2C, IF T&R",PRODUCTION
21840,MAX66242EVKIT#,MAX66242,Secure Authenticator,EVALUATION KIT FOR MAX66242 (4KBIT SHA-256 SEC EEPROM I2C),PRODUCTION
21841,MAX6625PMTT+,MAX6625,Signal Chain,9-Bit/12-Bit Temperature Sensors with I²C-Compatible Serial Interface in a SOT23,PRODUCTION
21842,MAX6625PMTT+T,MAX6625,Signal Chain,9-Bit/12-Bit Temperature Sensors with I²C-Compatible Serial Interface in a SOT23,PRODUCTION
21843,MAX6625PMUT+,MAX6625,Signal Chain,5-Pin uP Supervisory Circuits with Watchdog and Manual Reset,PRODUCTION
21844,MAX6625PMUT+T,MAX6625,Signal Chain,5-Pin uP Supervisory Circuits with Watchdog and Manual Reset,PRODUCTION
21845,MAX6625RMTT+,MAX6625,Signal Chain,9-Bit/12-Bit Temperature Sensors with I²C-Compatible Serial Interface in a SOT23,PRODUCTION
21846,MAX6625RMTT+T,MAX6625,Signal Chain,9-Bit/12-Bit Temperature Sensors with I²C-Compatible Serial Interface in a SOT23,PRODUCTION
21847,MAX6625RMUT+,MAX6625,Signal Chain,5-Pin uP Supervisory Circuits with Watchdog and Manual Reset,PRODUCTION
21848,MAX6625RMUT+T,MAX6625,Signal Chain,5-Pin uP Supervisory Circuits with Watchdog and Manual Reset,PRODUCTION
21849,MAX6626PMTT+,MAX6626,Signal Chain,9-Bit/12-Bit Temperature Sensors with I²C-Compatible Serial Interface in a SOT23,PRODUCTION
21850,MAX6626PMTT+T,MAX6626,Signal Chain,9-Bit/12-Bit Temperature Sensors with I²C-Compatible Serial Interface in a SOT23,PRODUCTION
21851,MAX6626PMUT+,MAX6626,Signal Chain,5-Pin uP Supervisory Circuits with Watchdog and Manual Reset,PRODUCTION
21852,MAX6626PMUT+T,MAX6626,Signal Chain,5-Pin uP Supervisory Circuits with Watchdog and Manual Reset,PRODUCTION
21853,MAX6626RMTT+,MAX6626,Signal Chain,9-Bit/12-Bit Temperature Sensors with I²C-Compatible Serial Interface in a SOT23,PRODUCTION
21854,MAX6626RMTT+T,MAX6626,Signal Chain,9-Bit/12-Bit Temperature Sensors with I²C-Compatible Serial Interface in a SOT23,PRODUCTION
21855,MAX6626RMUT+,MAX6626,Signal Chain,5-Pin uP Supervisory Circuits with Watchdog and Manual Reset,PRODUCTION
21856,MAX6626RMUT+T,MAX6626,Signal Chain,5-Pin uP Supervisory Circuits with Watchdog and Manual Reset,PRODUCTION
21857,MAX6627MKA+,MAX6627,Signal Chain,Remote ±1°C Accurate Digital Temperature Sensors with SPI-CompatibleSerial Interface,PRODUCTION
21858,MAX6627MKA+T,MAX6627,Signal Chain,Remote ±1°C Accurate Digital Temperature Sensors with SPI-Compatible Serial Interface,PRODUCTION
21859,MAX6627MTA+,MAX6627,Signal Chain,Remote ±1°C Accurate Digital Temperature Sensors with SPI-Compatible Serial Interface,PRODUCTION
21860,MAX6627MTA+T,MAX6627,Signal Chain,Remote ±1°C Accurate Digital Temperature Sensors with SPI-Compatible Serial Interface,PRODUCTION
21861,MAX6628MKA+,MAX6628,Signal Chain,Remote +/- 1-Degree C Accurate Digital Temperature Sensor with Serial Interface,PRODUCTION
21862,MAX6628MKA+T,MAX6628,Signal Chain,Remote +/- 1-Degree C Accurate Digital Temperature Sensor with Serial Interface,PRODUCTION
21863,MAX6628MTA+,MAX6628,Signal Chain,Remote ±1°C Accurate Digital Temperature Sensors with SPI-Compatible Serial Interface,PRODUCTION
21864,MAX6628MTA+T,MAX6628,Signal Chain,Remote ±1°C Accurate Digital Temperature Sensors with SPI-Compatible Serial Interface,PRODUCTION
21865,MAX6629MTT+,MAX6629,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21866,MAX6629MTT+T,MAX6629,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21867,MAX662ACPA+,MAX662A,Power & Data Conv,"12V, 30mA Flash Memory Programming Supply",PRODUCTION
21868,MAX662ACSA+,MAX662A,Power & Data Conv,"12V, 30mA Flash Memory Programming Supply",PRODUCTION
21869,MAX662ACSA+T,MAX662A,Power & Data Conv,"12V, 30mA Flash Memory Programming Supply",PRODUCTION
21870,MAX662AEPA+,MAX662A,Power & Data Conv,"12V, 30mA Flash Memory Programming Supply",PRODUCTION
21871,MAX662AESA+,MAX662A,Power & Data Conv,"12V, 30mA Flash Memory Programming Supply",PRODUCTION
21872,MAX662AESA+T,MAX662A,Power & Data Conv,"12V, 30mA Flash Memory Programming Supply",PRODUCTION
21873,MAX662AMSA/PR+,MAX662A,Signal Chain,"+5V-Powered, Multichannel RS-232 Drivers/Receivers",PRODUCTION
21874,MAX66300-24XEVKIT#,MAX66300-24XEVKIT,Secure Authenticator,EVALUATION SYSTEM FOR NFC READER AND MAX66242 NFC SHA-256 AUTHENTICATOR,PRODUCTION
21875,MAX66300ETN+,MAX66300,Secure Authenticator,NFC/RFID READER W/SHA-256 AUTH,PRODUCTION
21876,MAX66300ETN+T,MAX66300,Secure Authenticator,NFC/RFID READER W/SHA-256 AUTH TRL,PRODUCTION
21877,MAX6630MTT+,MAX6630,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21878,MAX6630MTT+T,MAX6630,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21879,MAX6630MUT+,MAX6630,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21880,MAX6630MUT+T,MAX6630,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21881,MAX6631MTT+,MAX6631,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21882,MAX6631MTT+T,MAX6631,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21883,MAX6632MTT+,MAX6632,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21884,MAX6632MTT+T,MAX6632,Signal Chain,12-Bit + Sign Digital Temperature Sensors with Serial Interface,PRODUCTION
21885,MAX6633MSA+,MAX6633,Signal Chain,12-Bit Plus Sign Temperature Sensors with SMBus/I²C-Compatible Serial Interface,PRODUCTION
21886,MAX6633MSA+T,MAX6633,Signal Chain,12-Bit Plus Sign Temperature Sensors with SMBus/I²C-Compatible Serial Interface,PRODUCTION
21887,MAX6634MSA+,MAX6634,Signal Chain,12-Bit Plus Sign Temperature Sensors with SMBus/I²C-Compatible Serial Interface,PRODUCTION
21888,MAX6634MSA+T,MAX6634,Signal Chain,12-Bit Plus Sign Temperature Sensors with SMBus/I²C-Compatible Serial Interface,PRODUCTION
21889,MAX6635EVKIT+,MAX6635EVKIT,Signal Chain,Eval Kit MAX6633-MAX6635 (12-Bit Plus Sign Temperature Sensorsw/SMBus/I²C-Compatible Serial Interfac,PRODUCTION
21890,MAX6635MSA+,MAX6635,Signal Chain,12-Bit Plus Sign Temperature Sensors with SMBus/I²C-Compatible Serial Interface,PRODUCTION
21891,MAX6635MSA+T,MAX6635,Signal Chain,12-Bit Plus Sign Temperature Sensors with SMBus/I²C-Compatible Serial Interface,PRODUCTION
21892,MAX6636UP9A+,MAX6636,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
21893,MAX6636UP9A+T,MAX6636,Signal Chain,7-Channel Precision Temperature Monitor,PRODUCTION
21894,MAX6639AEE+,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",PRODUCTION
21895,MAX6639AEE+T,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",PRODUCTION
21896,MAX6639ATE+,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",PRODUCTION
21897,MAX6639ATE+T,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-SpeedController",PRODUCTION
21898,MAX6639EVKIT+,MAX6639EVKIT,Signal Chain,"Eval Kit MAX6639 & MAX6639F (2-Channel Temperature Monitor w/ Dual,Automatic, PWM Fan-Speed Controll",PRODUCTION
21899,MAX6639FAEE+,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",PRODUCTION
21900,MAX6639FAEE+T,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",PRODUCTION
21901,MAX6639FATE+,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",PRODUCTION
21902,MAX6639YAEE+,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",PRODUCTION
21903,MAX6639YAEE+T,MAX6639,Signal Chain,"2-Channel Temperature Monitor with Dual, Automatic, PWM Fan-Speed Controller",PRODUCTION
21904,MAX663CPA+,MAX663,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21905,MAX663CSA+,MAX663,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21906,MAX663CSA+T,MAX663,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21907,MAX663EPA+,MAX663,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21908,MAX663ESA+,MAX663,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21909,MAX663ESA+T,MAX663,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21910,MAX6640AEE+,MAX6640,Signal Chain,2-Channel Temperature Monitor with Dual Automatic PWM Fan-Speed Controller,MATURE
21911,MAX6640AEE+T,MAX6640,Signal Chain,2-Channel Temperature Monitor with Dual Automatic PWM Fan-Speed Controller,MATURE
21912,MAX6640EVCMOD2,MAX6640EVCMOD2,Signal Chain,Eval System/Eval Kit MAX6640 (2-Channel Temperature Monitor w/ DualAutomatic PWM Fan-Speed Controlle,MATURE
21913,MAX6641AUB90+,MAX6641,Signal Chain,SMBus-Compatible Temperature Monitor with Automatic PWM Fan-Speed Controller,PRODUCTION
21914,MAX6641AUB90+T,MAX6641,Signal Chain,SMBus-Compatible Temperature Monitor with Automatic PWM Fan-Speed Controller,PRODUCTION
21915,MAX6641AUB92+,MAX6641,Signal Chain,SMBus-Compatible Temperature Monitor with Automatic PWM Fan-Speed Controller,PRODUCTION
21916,MAX6641AUB92+T,MAX6641,Signal Chain,SMBus-Compatible Temperature Monitor with Automatic PWM Fan-Speed Controller,PRODUCTION
21917,MAX6641AUB94+,MAX6641,Signal Chain,SMBus-Compatible Temperature Monitor with Automatic PWM Fan-Speed Controller,PRODUCTION
21918,MAX6641AUB94+T,MAX6641,Signal Chain,SMBus-Compatible Temperature Monitor with Automatic PWM Fan-Speed Controller,PRODUCTION
21919,MAX6641AUB96+,MAX6641,Signal Chain,SMBus-Compatible Temperature Monitor with Automatic PWM Fan-Speed Controller,PRODUCTION
21920,MAX6641AUB96+T,MAX6641,Signal Chain,SMBus-Compatible Temperature Monitor with Automatic PWM Fan-Speed Controller,PRODUCTION
21921,MAX6642ATT90+,MAX6642,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensor with Overtemperature Alarm",PRODUCTION
21922,MAX6642ATT90+T,MAX6642,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensor with Overtemperature Alarm",PRODUCTION
21923,MAX6642ATT92+,MAX6642,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensor with Overtemperature Alarm",PRODUCTION
21924,MAX6642ATT92+T,MAX6642,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensor with Overtemperature Alarm",PRODUCTION
21925,MAX6642ATT94+,MAX6642,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensor with Overtemperature Alarm",PRODUCTION
21926,MAX6642ATT94+T,MAX6642,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensor with Overtemperature Alarm",PRODUCTION
21927,MAX6642ATT98+,MAX6642,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensor with Overtemperature Alarm",PRODUCTION
21928,MAX6642ATT98+T,MAX6642,Signal Chain,"±1°C, SMBus-Compatible Remote/Local Temperature Sensor with Overtemperature Alarm",PRODUCTION
21929,MAX6642EVCMOD2,MAX6642EVCMOD2,Signal Chain,"Eval Kit/System MAX6642 (±1°C, SMBus-Compatible Remote/Local TemperatureSensor w/ Overtemperature Al",PRODUCTION
21930,MAX6642EVKIT,MAX6642EVKIT,Signal Chain,"Eval Kit/System MAX6642 (±1°C, SMBus-Compatible Remote/Local TemperatureSensor w/ Overtemperature Al",PRODUCTION
21931,MAX6643LBBAEE+,MAX6643,Signal Chain,Automatic PWM Fan-Speed Controllers with Overtemperature Output,PRODUCTION
21932,MAX6643LBBAEE+T,MAX6643,Signal Chain,Automatic PWM Fan-Speed Controllers with Overtemperature Output,PRODUCTION
21933,MAX6643LBEVKIT,MAX6643LBEVKIT,Signal Chain,Eval Kit MAX6643/MAX6644 (Automatic PWM Fan-Speed Controllers withOvertemperature Output),PRODUCTION
21934,MAX6643LBFAEE+,MAX6643,Signal Chain,Automatic PWM Fan-Speed Controllers with Overtemperature Output,PRODUCTION
21935,MAX6643LBFAEE+T,MAX6643,Signal Chain,Automatic PWM Fan-Speed Controllers with Overtemperature Output,PRODUCTION
21936,MAX6644LBAAEE+,MAX6644,Signal Chain,Automatic PWM Fan-Speed Controllers with Overtemperature Output,PRODUCTION
21937,MAX6644LBAAEE+T,MAX6644,Signal Chain,Automatic PWM Fan-Speed Controllers with Overtemperature Output,PRODUCTION
21938,MAX6645ABFAUB+,MAX6645,Signal Chain,Automatic PWM Fan-Speed Controllers with Overtemperature Output,PRODUCTION
21939,MAX6646MUA+,MAX6646,Signal Chain,+145°C Precision SMBus-Compatible Remote/Local Sensors with Overtemperature Alarms,PRODUCTION
21940,MAX6646MUA+T,MAX6646,Signal Chain,+145°C Precision SMBus-Compatible Remote/Local Sensors with Overtemperature Alarms,PRODUCTION
21941,MAX6647MUA+,MAX6647,Signal Chain,+145°C Precision SMBus-Compatible Remote/Local Sensors with Overtemperature Alarms,PRODUCTION
21942,MAX6647MUA+T,MAX6647,Signal Chain,+145°C Precision SMBus-Compatible Remote/Local Sensors with Overtemperature Alarms,PRODUCTION
21943,MAX6648MUA+,MAX6648,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
21944,MAX6648MUA+T,MAX6648,Signal Chain,Precision SMBus-Compatible Remote/Local Temperature Sensors with Overtemperature Alarms,PRODUCTION
21945,MAX6649MUA+,MAX6649,Signal Chain,+145°C Precision SMBus-Compatible Remote/Local Sensors with Overtemperature Alarms,PRODUCTION
21946,MAX6649MUA+T,MAX6649,Signal Chain,+145°C Precision SMBus-Compatible Remote/Local Sensors with Overtemperature Alarms,PRODUCTION
21947,MAX6649YMUA+,MAX6649,Signal Chain,+145°C Precision SMBus-Compatible Remote/Local Sensors with Overtemperature Alarms,PRODUCTION
21948,MAX664C/D,MAX664,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21949,MAX664CPA+,MAX664,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21950,MAX664CSA+,MAX664,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21951,MAX664CSA+T,MAX664,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21952,MAX664EPA+,MAX664,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21953,MAX664ESA+,MAX664,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21954,MAX664ESA+T,MAX664,Power & Data Conv,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21955,MAX664MJA,MAX664,Signal Chain,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21956,MAX664MJA/883B,MAX664,Signal Chain,Dual Mode™ 5V Programmable Micropower Voltage Regulators,PRODUCTION
21957,MAX6650EUB+,MAX6650,Signal Chain,Fan-Speed Regulators and Monitors with SMBus™/I²C-Compatible Interface,PRODUCTION
21958,MAX6650EUB+T,MAX6650,Signal Chain,Fan-Speed Regulators and Monitors with SMBus™/I²C-Compatible Interface,PRODUCTION
21959,MAX6651EEE+,MAX6651,Signal Chain,Fan-Speed Regulators and Monitors with SMBus™/I²C-Compatible Interface,PRODUCTION
21960,MAX6651EEE+T,MAX6651,Signal Chain,Fan-Speed Regulators and Monitors with SMBus™/I²C-Compatible Interface,PRODUCTION
21961,MAX6651EVCMAXQU,MAX6651EVCMAXQU,Signal Chain,Eval Kit/System MAX6651 (Fan-Speed Regulators and Monitors withSMBus™/I²C-Compatible Interface),PRODUCTION
